ID,Age,Gender,Grade,Result
3352,18,Male,Undergraduate,Poor
3353,19,Female,Postgraduate,Poor
3354,23,Male,High School,Poor
3355,22,Male,Postgraduate,Average
3356,24,Other,High School,Poor
3357,23,Female,Postgraduate,Average
3358,20,Female,Undergraduate,Average
3359,19,Female,Postgraduate,Average
3360,23,Female,Undergraduate,Poor
3361,24,Other,Undergraduate,Poor
3362,25,Other,Undergraduate,Average
3363,18,Male,Undergraduate,Average
3364,25,Other,Postgraduate,Average
3365,24,Female,Postgraduate,Good
3366,19,Male,High School,Good
3367,25,Other,Undergraduate,Poor
3368,23,Male,High School,Average
3369,21,Other,Undergraduate,Good
3370,21,Male,Undergraduate,Good
3371,16,Other,High School,Average
3372,16,Female,High School,Poor
3373,19,Other,Postgraduate,Good
3374,18,Male,Undergraduate,Poor
3375,24,Female,High School,Average
3376,17,Female,High School,Poor
3377,23,Male,High School,Average
3378,25,Male,Undergraduate,Average
3379,25,Other,Undergraduate,Poor
3380,25,Female,High School,Poor
3381,22,Male,Postgraduate,Poor
3382,23,Other,High School,Good
3383,22,Female,Postgraduate,Good
3384,18,Other,Postgraduate,Good
3385,18,Male,High School,Good
3386,18,Female,Undergraduate,Poor
3387,22,Other,High School,Poor
3388,16,Male,High School,Poor
3389,23,Female,Undergraduate,Good
3390,22,Other,Undergraduate,Average
3391,22,Other,Undergraduate,Average
3392,23,Female,Postgraduate,Poor
3393,16,Female,Undergraduate,Poor
3394,17,Male,Undergraduate,Good
3395,18,Male,High School,Average
3396,19,Female,High School,Poor
3397,18,Other,High School,Poor
3398,20,Female,High School,Poor
3399,17,Female,Postgraduate,Poor
3400,22,Other,Undergraduate,Good
3401,22,Male,Postgraduate,Average
3402,22,Female,Undergraduate,Poor
3403,23,Other,High School,Average
3404,16,Female,Postgraduate,Good
3405,22,Other,Postgraduate,Good
3406,17,Female,Undergraduate,Average
3407,24,Female,Undergraduate,Good
3408,25,Other,High School,Poor
3409,23,Male,Undergraduate,Average
3410,22,Other,Postgraduate,Good
3411,16,Male,High School,Average
3412,16,Other,Undergraduate,Average
3413,16,Male,High School,Good
3414,18,Other,High School,Poor
3415,22,Female,Postgraduate,Poor
3416,24,Other,High School,Poor
3417,24,Female,Postgraduate,Good
3418,20,Female,Postgraduate,Average
3419,19,Female,Postgraduate,Good
3420,21,Male,Postgraduate,Good
3421,24,Male,Undergraduate,Poor
3422,22,Other,Undergraduate,Average
3423,25,Other,Undergraduate,Good
3424,16,Male,Undergraduate,Poor
3425,18,Other,High School,Good
3426,23,Female,Undergraduate,Average
3427,20,Male,Postgraduate,Good
3428,25,Other,Undergraduate,Poor
3429,16,Male,High School,Good
3430,23,Male,Undergraduate,Poor
3431,19,Female,Postgraduate,Good
3432,21,Female,High School,Good
3433,23,Other,Postgraduate,Good
3434,16,Male,Undergraduate,Average
3435,16,Female,High School,Average
3436,22,Other,Undergraduate,Good
3437,24,Male,High School,Poor
3438,20,Male,Undergraduate,Poor
3439,24,Male,Postgraduate,Good
3440,16,Other,Postgraduate,Poor
3441,25,Female,Postgraduate,Good
3442,23,Male,Undergraduate,Good
3443,23,Other,Undergraduate,Poor
3444,18,Female,Undergraduate,Average
3445,18,Male,Undergraduate,Good
3446,18,Female,Undergraduate,Good
3447,25,Female,High School,Good
3448,18,Other,Postgraduate,Poor
3449,19,Other,Undergraduate,Average
3450,24,Female,Undergraduate,Good
3451,22,Male,Postgraduate,Poor
3452,17,Female,High School,Poor
3453,16,Other,Undergraduate,Average
3454,25,Male,Undergraduate,Poor
3455,25,Female,High School,Good
3456,16,Other,Postgraduate,Average
3457,18,Male,High School,Poor
3458,23,Female,High School,Poor
3459,19,Other,Undergraduate,Average
3460,17,Male,Postgraduate,Good
3461,19,Other,High School,Good
3462,20,Male,Postgraduate,Good
3463,22,Other,Undergraduate,Average
3464,17,Female,High School,Poor
3465,22,Male,Undergraduate,Good
3466,18,Other,High School,Poor
3467,24,Other,Postgraduate,Average
3468,16,Female,Postgraduate,Good
3469,23,Other,Undergraduate,Average
3470,19,Other,High School,Good
3471,19,Female,High School,Average
3472,16,Male,Postgraduate,Average
3473,24,Male,High School,Average
3474,21,Male,Postgraduate,Good
3475,20,Other,Postgraduate,Average
3476,20,Female,High School,Average
3477,19,Male,Postgraduate,Average
3478,21,Other,Undergraduate,Poor
3479,24,Other,High School,Poor
3480,18,Male,Undergraduate,Average
3481,20,Other,High School,Poor
3482,16,Female,High School,Good
3483,16,Male,High School,Good
3484,25,Female,Undergraduate,Poor
3485,24,Other,Postgraduate,Average
3486,18,Male,High School,Poor
3487,17,Male,Postgraduate,Poor
3488,24,Female,Postgraduate,Poor
3489,23,Other,High School,Average
3490,18,Other,Postgraduate,Poor
3491,25,Other,Undergraduate,Good
3492,24,Other,High School,Poor
3493,25,Female,High School,Poor
3494,20,Other,Postgraduate,Poor
3495,18,Male,Postgraduate,Average
3496,21,Other,Postgraduate,Good
3497,23,Male,Postgraduate,Average
3498,20,Male,Undergraduate,Average
3499,20,Other,High School,Good
3500,19,Female,Postgraduate,Poor
3501,24,Other,Undergraduate,Good
3502,24,Female,Undergraduate,Average
3503,17,Other,High School,Poor
3504,16,Female,Postgraduate,Poor
3505,22,Other,Undergraduate,Good
3506,24,Male,Postgraduate,Poor
3507,16,Female,Undergraduate,Poor
3508,24,Female,Postgraduate,Poor
3509,23,Female,High School,Poor
3510,17,Male,Undergraduate,Average
3511,18,Other,Postgraduate,Poor
3512,20,Male,Undergraduate,Average
3513,19,Male,Undergraduate,Average
3514,16,Male,Postgraduate,Poor
3515,19,Other,Postgraduate,Average
3516,24,Male,High School,Poor
3517,22,Female,High School,Good
3518,17,Male,Undergraduate,Average
3519,25,Other,Undergraduate,Poor
3520,20,Other,Undergraduate,Poor
3521,24,Male,Postgraduate,Good
3522,20,Male,Undergraduate,Poor
3523,19,Male,Undergraduate,Good
3524,19,Male,Postgraduate,Average
3525,24,Female,High School,Good
3526,20,Male,Undergraduate,Good
3527,20,Other,Undergraduate,Good
3528,20,Other,High School,Poor
3529,20,Other,High School,Good
3530,19,Male,Undergraduate,Average
3531,25,Female,Undergraduate,Poor
3532,17,Other,Postgraduate,Good
3533,18,Male,High School,Average
3534,24,Male,High School,Good
3535,16,Other,Postgraduate,Good
3536,21,Female,High School,Good
3537,18,Female,Undergraduate,Good
3538,16,Other,High School,Average
3539,20,Male,Undergraduate,Good
3540,18,Female,High School,Poor
3541,25,Male,Undergraduate,Average
3542,21,Male,High School,Good
3543,18,Male,Postgraduate,Average
3544,24,Female,Undergraduate,Good
3545,20,Female,Undergraduate,Good
3546,25,Female,Postgraduate,Average
3547,24,Female,High School,Average
3548,21,Male,High School,Good
3549,25,Other,Undergraduate,Average
3550,17,Female,Postgraduate,Average
3551,21,Other,Undergraduate,Good
3552,25,Other,Postgraduate,Average
3553,25,Other,High School,Poor
3554,20,Female,High School,Average
3555,20,Other,High School,Good
3556,19,Other,High School,Good
3557,23,Other,High School,Poor
3558,20,Other,High School,Poor
3559,24,Male,High School,Poor
3560,19,Other,Undergraduate,Average
3561,18,Female,Postgraduate,Good
3562,25,Male,High School,Average
3563,17,Male,High School,Poor
3564,25,Male,Undergraduate,Poor
3565,24,Male,Postgraduate,Good
3566,17,Male,Postgraduate,Average
3567,22,Male,High School,Good
3568,16,Male,Postgraduate,Average
3569,22,Male,Postgraduate,Average
3570,17,Other,High School,Average
3571,20,Female,Postgraduate,Average
3572,16,Male,Undergraduate,Good
3573,23,Female,Undergraduate,Average
3574,21,Other,Undergraduate,Average
3575,25,Male,Undergraduate,Good
3576,21,Female,High School,Poor
3577,20,Female,High School,Average
3578,18,Other,High School,Poor
3579,19,Female,Postgraduate,Good
3580,19,Male,High School,Poor
3581,19,Other,Undergraduate,Average
3582,25,Male,Undergraduate,Good
3583,19,Other,Postgraduate,Average
3584,25,Other,High School,Average
3585,21,Female,High School,Good
3586,16,Other,High School,Good
3587,23,Male,High School,Average
3588,16,Male,Postgraduate,Average
3589,23,Male,Postgraduate,Good
3590,22,Male,Undergraduate,Poor
3591,24,Other,High School,Poor
3592,23,Female,High School,Poor
3593,19,Female,Undergraduate,Good
3594,16,Male,Undergraduate,Poor
3595,21,Male,Undergraduate,Poor
3596,25,Other,High School,Average
3597,20,Other,Postgraduate,Poor
3598,23,Female,Postgraduate,Poor
3599,16,Female,Undergraduate,Good
3600,16,Female,Undergraduate,Poor
3601,16,Female,High School,Average
3602,23,Male,High School,Average
3603,18,Female,High School,Good
3604,24,Other,Undergraduate,Average
3605,22,Female,High School,Good
3606,20,Other,Undergraduate,Good
3607,22,Other,High School,Good
3608,17,Female,Postgraduate,Average
3609,20,Female,Postgraduate,Average
3610,16,Female,High School,Poor
3611,21,Other,High School,Poor
3612,22,Female,Undergraduate,Poor
3613,18,Other,Undergraduate,Average
3614,19,Other,Postgraduate,Average
3615,17,Male,High School,Good
3616,23,Other,Postgraduate,Average
3617,18,Female,Undergraduate,Poor
3618,19,Male,High School,Good
3619,19,Male,Postgraduate,Good
3620,17,Other,Undergraduate,Poor
3621,17,Male,Postgraduate,Average
3622,20,Other,Undergraduate,Poor
3623,20,Male,High School,Average
3624,24,Male,High School,Poor
3625,21,Other,Postgraduate,Poor
3626,17,Other,Undergraduate,Good
3627,23,Other,High School,Poor
3628,25,Other,High School,Poor
3629,24,Female,Postgraduate,Good
3630,16,Female,Postgraduate,Average
3631,24,Female,Undergraduate,Poor
3632,19,Other,High School,Good
3633,19,Male,Undergraduate,Poor
3634,24,Male,Undergraduate,Good
3635,23,Female,Postgraduate,Poor
3636,17,Other,Undergraduate,Poor
3637,17,Male,Postgraduate,Poor
3638,20,Other,High School,Average
3639,22,Other,High School,Average
3640,17,Other,Undergraduate,Average
3641,16,Male,Postgraduate,Poor
3642,20,Male,Undergraduate,Average
3643,22,Female,Postgraduate,Good
3644,22,Female,Postgraduate,Good
3645,20,Other,Undergraduate,Poor
3646,25,Female,High School,Poor
3647,19,Female,Undergraduate,Average
3648,21,Male,High School,Average
3649,18,Male,Postgraduate,Good
3650,19,Female,High School,Good
3651,25,Female,Postgraduate,Good
3652,19,Male,High School,Poor
3653,23,Female,Postgraduate,Good
3654,17,Male,High School,Average
3655,24,Male,Postgraduate,Good
3656,20,Female,Undergraduate,Good
3657,18,Female,Postgraduate,Average
3658,19,Male,High School,Average
3659,23,Female,Undergraduate,Good
3660,21,Male,Undergraduate,Good
3661,19,Other,Postgraduate,Average
3662,20,Male,Postgraduate,Poor
3663,22,Male,Undergraduate,Good
3664,22,Male,High School,Good
3665,21,Male,Postgraduate,Good
3666,16,Male,High School,Good
3667,16,Female,Postgraduate,Poor
3668,16,Male,Undergraduate,Poor
3669,19,Male,Postgraduate,Poor
3670,20,Female,Undergraduate,Poor
3671,25,Female,High School,Average
3672,20,Male,High School,Good
3673,17,Other,Postgraduate,Good
3674,17,Female,Undergraduate,Average
3675,24,Female,High School,Good
3676,21,Male,Undergraduate,Average
3677,21,Other,High School,Poor
3678,22,Male,High School,Poor
3679,20,Male,Undergraduate,Good
3680,18,Female,Postgraduate,Good
3681,25,Female,Undergraduate,Average
3682,18,Other,High School,Good
3683,16,Other,Postgraduate,Poor
3684,19,Other,Postgraduate,Good
3685,25,Male,High School,Good
3686,21,Male,Postgraduate,Good
3687,19,Female,Postgraduate,Average
3688,24,Female,Postgraduate,Good
3689,20,Other,High School,Good
3690,22,Female,Postgraduate,Poor
3691,17,Male,High School,Good
3692,21,Male,Postgraduate,Poor
3693,17,Other,High School,Average
3694,22,Male,High School,Average
3695,23,Male,High School,Average
3696,23,Male,High School,Poor
3697,23,Male,Postgraduate,Poor
3698,18,Male,Postgraduate,Poor
3699,18,Male,Postgraduate,Poor
3700,24,Female,High School,Poor
3701,25,Other,Postgraduate,Poor
3702,25,Female,High School,Good
3703,20,Male,High School,Poor
3704,20,Other,High School,Average
3705,24,Other,High School,Poor
3706,25,Other,High School,Average
3707,20,Female,High School,Good
3708,24,Male,Undergraduate,Good
3709,25,Other,Postgraduate,Poor
3710,23,Female,Postgraduate,Poor
3711,16,Female,Undergraduate,Good
3712,25,Female,Undergraduate,Poor
3713,25,Other,Postgraduate,Poor
3714,20,Female,Postgraduate,Good
3715,23,Other,High School,Average
3716,21,Other,Postgraduate,Good
3717,22,Other,Undergraduate,Poor
3718,20,Male,Postgraduate,Poor
3719,18,Male,Postgraduate,Good
3720,16,Female,Postgraduate,Poor
3721,22,Female,Undergraduate,Good
3722,24,Male,High School,Good
3723,25,Other,High School,Good
3724,20,Male,High School,Average
3725,24,Female,Postgraduate,Poor
3726,23,Male,Postgraduate,Good
3727,20,Other,Undergraduate,Good
3728,25,Male,High School,Average
3729,19,Other,High School,Poor
3730,24,Other,High School,Poor
3731,24,Female,Postgraduate,Poor
3732,19,Other,Postgraduate,Poor
3733,24,Other,Postgraduate,Good
3734,21,Female,Postgraduate,Poor
3735,21,Other,Postgraduate,Good
3736,23,Female,Postgraduate,Average
3737,18,Other,Undergraduate,Average
3738,21,Female,Undergraduate,Good
3739,25,Other,High School,Average
3740,23,Other,Undergraduate,Good
3741,16,Other,Postgraduate,Good
3742,21,Male,Undergraduate,Average
3743,22,Female,Postgraduate,Average
3744,18,Female,Undergraduate,Good
3745,20,Other,Postgraduate,Good
3746,24,Male,Undergraduate,Average
3747,20,Male,Undergraduate,Average
3748,25,Male,Postgraduate,Good
3749,21,Other,High School,Poor
3750,22,Female,Undergraduate,Good
3751,22,Female,Undergraduate,Poor
3752,18,Male,High School,Average
3753,16,Female,Undergraduate,Average
3754,22,Female,Undergraduate,Average
3755,16,Other,Undergraduate,Good
3756,23,Other,Undergraduate,Poor
3757,20,Other,Undergraduate,Poor
3758,20,Other,Undergraduate,Average
3759,22,Other,Postgraduate,Good
3760,18,Other,High School,Average
3761,23,Other,High School,Average
3762,17,Female,Undergraduate,Poor
3763,21,Female,High School,Good
3764,19,Other,High School,Average
3765,20,Female,Undergraduate,Average
3766,24,Female,Undergraduate,Average
3767,25,Male,High School,Average
3768,20,Female,High School,Average
3769,23,Female,Undergraduate,Poor
3770,24,Male,Postgraduate,Average
3771,23,Male,Undergraduate,Poor
3772,21,Female,Postgraduate,Good
3773,21,Male,Postgraduate,Poor
3774,24,Other,Undergraduate,Poor
3775,23,Other,Postgraduate,Poor
3776,18,Other,Undergraduate,Average
3777,20,Other,High School,Average
3778,21,Female,Postgraduate,Average
3779,23,Male,High School,Poor
3780,20,Other,Undergraduate,Good
3781,22,Female,Undergraduate,Poor
3782,23,Female,Undergraduate,Poor
3783,23,Other,Undergraduate,Good
3784,21,Male,Postgraduate,Average
3785,17,Female,Undergraduate,Good
3786,19,Male,Undergraduate,Good
3787,21,Male,Postgraduate,Average
3788,23,Male,Undergraduate,Poor
3789,18,Female,Postgraduate,Poor
3790,20,Other,Postgraduate,Poor
3791,18,Male,Postgraduate,Average
3792,16,Male,High School,Good
3793,16,Female,Undergraduate,Average
3794,16,Male,Postgraduate,Average
3795,25,Male,Undergraduate,Poor
3796,23,Male,Postgraduate,Poor
3797,22,Female,High School,Poor
3798,18,Female,Undergraduate,Good
3799,21,Female,High School,Poor
3800,25,Other,High School,Average
3801,16,Male,Undergraduate,Good
3802,21,Male,Undergraduate,Average
3803,16,Female,High School,Poor
3804,20,Male,Undergraduate,Good
3805,20,Female,Undergraduate,Good
3806,17,Male,Undergraduate,Good
3807,20,Other,Postgraduate,Average
3808,19,Male,Undergraduate,Good
3809,25,Male,Undergraduate,Good
3810,19,Female,High School,Good
3811,22,Female,Postgraduate,Good
3812,23,Male,Undergraduate,Poor
3813,22,Other,High School,Good
3814,17,Male,High School,Good
3815,21,Other,High School,Good
3816,17,Other,Undergraduate,Average
3817,17,Male,Undergraduate,Average
3818,19,Female,Postgraduate,Poor
3819,16,Other,Undergraduate,Average
3820,18,Female,Undergraduate,Average
3821,16,Female,Undergraduate,Good
3822,20,Female,Postgraduate,Average
3823,25,Male,Undergraduate,Average
3824,17,Other,Undergraduate,Good
3825,21,Male,High School,Average
3826,21,Male,Undergraduate,Poor
3827,19,Female,Undergraduate,Average
3828,19,Other,Undergraduate,Average
3829,25,Female,High School,Poor
3830,18,Female,Undergraduate,Average
3831,24,Female,High School,Good
3832,22,Female,Undergraduate,Poor
3833,17,Male,Undergraduate,Poor
3834,17,Other,Undergraduate,Poor
3835,20,Male,High School,Poor
3836,25,Male,High School,Average
3837,24,Male,Undergraduate,Average
3838,22,Male,Undergraduate,Average
3839,24,Female,Postgraduate,Good
3840,20,Male,Undergraduate,Good
3841,24,Female,Postgraduate,Poor
3842,23,Male,Undergraduate,Good
3843,18,Male,High School,Poor
3844,20,Female,Postgraduate,Average
3845,20,Male,Undergraduate,Good
3846,16,Other,Undergraduate,Good
3847,21,Female,High School,Average
3848,23,Male,High School,Average
3849,21,Male,Undergraduate,Good
3850,20,Other,Postgraduate,Poor
3851,21,Male,High School,Average
3852,24,Male,Postgraduate,Good
3853,25,Other,Undergraduate,Average
3854,20,Other,High School,Good
3855,22,Female,Undergraduate,Average
3856,16,Male,High School,Average
3857,23,Female,High School,Good
3858,19,Male,Undergraduate,Good
3859,18,Other,Postgraduate,Average
3860,19,Female,Postgraduate,Poor
3861,19,Other,High School,Good
3862,22,Male,High School,Average
3863,21,Female,Undergraduate,Average
3864,21,Female,High School,Poor
3865,17,Female,Postgraduate,Poor
3866,22,Female,Undergraduate,Average
3867,22,Other,Undergraduate,Poor
3868,24,Female,Postgraduate,Average
3869,20,Female,Undergraduate,Poor
3870,20,Male,Undergraduate,Good
3871,25,Female,Undergraduate,Poor
3872,21,Female,Undergraduate,Poor
3873,19,Male,Postgraduate,Good
3874,23,Male,Undergraduate,Average
3875,16,Other,Postgraduate,Average
3876,18,Male,Undergraduate,Average
3877,21,Female,Undergraduate,Poor
3878,23,Male,Postgraduate,Good
3879,18,Male,Postgraduate,Poor
3880,23,Male,Undergraduate,Poor
3881,18,Male,High School,Poor
3882,18,Other,Postgraduate,Good
3883,21,Other,High School,Poor
3884,21,Other,Undergraduate,Poor
3885,22,Male,Postgraduate,Poor
3886,21,Female,High School,Good
3887,18,Male,High School,Good
3888,25,Other,Undergraduate,Good
3889,25,Female,High School,Good
3890,24,Male,High School,Good
3891,18,Female,Undergraduate,Average
3892,19,Other,Postgraduate,Average
3893,24,Male,Postgraduate,Average
3894,24,Other,High School,Poor
3895,24,Female,Undergraduate,Good
3896,16,Female,Postgraduate,Good
3897,19,Female,High School,Average
3898,22,Female,Postgraduate,Poor
3899,25,Other,High School,Poor
3900,16,Other,High School,Poor
3901,23,Other,Postgraduate,Average
3902,19,Other,Undergraduate,Poor
3903,25,Female,High School,Average
3904,24,Other,Undergraduate,Poor
3905,22,Male,High School,Average
3906,21,Other,Postgraduate,Good
3907,24,Female,Undergraduate,Average
3908,24,Other,Postgraduate,Good
3909,25,Other,High School,Good
3910,20,Other,Postgraduate,Good
3911,23,Other,High School,Good
3912,19,Male,Postgraduate,Poor
3913,18,Female,High School,Good
3914,20,Male,Postgraduate,Poor
3915,19,Other,Postgraduate,Poor
3916,23,Male,Postgraduate,Good
3917,23,Male,Undergraduate,Good
3918,18,Female,High School,Average
3919,19,Female,Undergraduate,Good
3920,23,Other,Undergraduate,Good
3921,21,Male,High School,Good
3922,16,Female,Postgraduate,Poor
3923,23,Female,Postgraduate,Poor
3924,19,Male,High School,Poor
3925,17,Male,Postgraduate,Poor
3926,24,Other,Undergraduate,Average
3927,18,Female,High School,Good
3928,21,Other,High School,Poor
3929,21,Female,Undergraduate,Poor
3930,19,Female,High School,Poor
3931,23,Male,Postgraduate,Poor
3932,22,Other,Postgraduate,Average
3933,21,Female,High School,Poor
3934,20,Female,Undergraduate,Poor
3935,16,Other,Undergraduate,Average
3936,19,Male,Undergraduate,Good
3937,16,Other,Postgraduate,Good
3938,25,Female,Undergraduate,Good
3939,21,Other,Undergraduate,Average
3940,24,Male,Postgraduate,Poor
3941,17,Male,High School,Poor
3942,24,Female,Postgraduate,Average
3943,20,Male,Undergraduate,Poor
3944,20,Male,Postgraduate,Good
3945,19,Female,Postgraduate,Average
3946,20,Other,High School,Average
3947,24,Other,High School,Good
3948,24,Other,Postgraduate,Good
3949,17,Male,Undergraduate,Good
3950,21,Other,High School,Good
3951,17,Other,High School,Average
3952,20,Other,Undergraduate,Average
3953,25,Female,Undergraduate,Good
3954,22,Other,High School,Poor
3955,21,Other,High School,Poor
3956,17,Other,High School,Average
3957,22,Other,High School,Average
3958,22,Female,Undergraduate,Good
3959,18,Other,Postgraduate,Poor
3960,16,Male,Undergraduate,Poor
3961,23,Other,High School,Average
3962,23,Male,Undergraduate,Good
3963,18,Male,Postgraduate,Average
3964,22,Male,High School,Good
3965,25,Other,Undergraduate,Poor
3966,21,Female,Postgraduate,Average
3967,17,Female,Postgraduate,Average
3968,19,Female,Postgraduate,Poor
3969,23,Female,High School,Poor
3970,19,Other,High School,Good
3971,24,Female,Undergraduate,Poor
3972,18,Other,Undergraduate,Poor
3973,19,Female,High School,Good
3974,25,Other,Undergraduate,Good
3975,16,Male,Postgraduate,Poor
3976,18,Other,Postgraduate,Good
3977,21,Female,Postgraduate,Average
3978,21,Male,Undergraduate,Average
3979,23,Male,Postgraduate,Poor
3980,22,Male,Postgraduate,Average
3981,18,Other,Undergraduate,Average
3982,18,Female,Postgraduate,Average
3983,22,Other,Undergraduate,Good
3984,21,Female,Postgraduate,Poor
3985,19,Female,Undergraduate,Average
3986,25,Male,Undergraduate,Good
3987,17,Other,Postgraduate,Poor
3988,18,Male,Undergraduate,Good
3989,18,Female,Postgraduate,Poor
3990,21,Male,Undergraduate,Poor
3991,24,Male,Undergraduate,Poor
3992,24,Male,Undergraduate,Poor
3993,25,Female,High School,Average
3994,17,Other,Postgraduate,Average
3995,21,Other,Undergraduate,Poor
3996,17,Other,Undergraduate,Good
3997,17,Male,High School,Poor
3998,24,Other,Undergraduate,Poor
3999,17,Female,High School,Good
4000,19,Other,Undergraduate,Good
4001,20,Male,High School,Average
4002,23,Male,Postgraduate,Average
4003,18,Male,High School,Good
4004,22,Other,Undergraduate,Average
4005,17,Male,Undergraduate,Average
4006,20,Female,Postgraduate,Good
4007,17,Female,High School,Good
4008,18,Male,Undergraduate,Average
4009,23,Other,Postgraduate,Poor
4010,24,Male,Postgraduate,Average
4011,23,Female,High School,Good
4012,18,Other,Undergraduate,Average
4013,18,Other,Postgraduate,Poor
4014,24,Female,High School,Good
4015,23,Female,Postgraduate,Good
4016,19,Male,Undergraduate,Poor
4017,16,Male,High School,Good
4018,25,Other,Undergraduate,Good
4019,21,Male,Postgraduate,Poor
4020,20,Female,Undergraduate,Good
4021,18,Other,High School,Poor
4022,16,Male,High School,Poor
4023,16,Male,Undergraduate,Good
4024,19,Male,Postgraduate,Average
4025,16,Female,Undergraduate,Good
4026,20,Female,Postgraduate,Average
4027,17,Male,Postgraduate,Poor
4028,17,Other,Undergraduate,Average
4029,24,Female,High School,Poor
4030,17,Male,Postgraduate,Poor
4031,19,Male,High School,Average
4032,22,Female,Postgraduate,Average
4033,19,Male,Postgraduate,Poor
4034,17,Other,High School,Average
4035,23,Other,Undergraduate,Average
4036,24,Other,Postgraduate,Poor
4037,23,Other,Undergraduate,Good
4038,22,Male,High School,Good
4039,18,Female,Undergraduate,Good
4040,19,Other,Undergraduate,Poor
4041,17,Male,Undergraduate,Good
4042,17,Male,High School,Poor
4043,25,Male,High School,Good
4044,20,Male,Postgraduate,Poor
4045,16,Male,High School,Poor
4046,25,Male,Postgraduate,Poor
4047,16,Female,Undergraduate,Average
4048,21,Male,High School,Poor
4049,17,Other,Undergraduate,Poor
4050,16,Other,Postgraduate,Good
4051,22,Other,Undergraduate,Average
4052,17,Female,High School,Average
4053,24,Other,Postgraduate,Average
4054,25,Male,High School,Good
4055,23,Female,High School,Good
4056,17,Other,High School,Good
4057,24,Female,Undergraduate,Average
4058,22,Female,Undergraduate,Poor
4059,19,Female,Undergraduate,Average
4060,17,Male,Postgraduate,Good
4061,17,Female,Undergraduate,Good
4062,24,Female,Postgraduate,Poor
4063,25,Male,Postgraduate,Poor
4064,22,Male,Postgraduate,Poor
4065,20,Other,High School,Poor
4066,25,Male,High School,Good
4067,16,Female,High School,Poor
4068,22,Male,High School,Poor
4069,16,Other,Postgraduate,Average
4070,18,Other,High School,Good
4071,17,Male,Postgraduate,Good
4072,17,Female,High School,Average
4073,17,Other,High School,Poor
4074,24,Female,Postgraduate,Poor
4075,22,Male,Postgraduate,Good
4076,16,Female,High School,Poor
4077,20,Female,Undergraduate,Poor
4078,17,Female,Undergraduate,Average
4079,25,Other,High School,Poor
4080,22,Male,High School,Poor
4081,23,Female,Undergraduate,Average
4082,25,Other,Undergraduate,Poor
4083,24,Female,Postgraduate,Poor
4084,20,Female,Undergraduate,Good
4085,21,Other,High School,Good
4086,24,Other,High School,Poor
4087,25,Other,Undergraduate,Average
4088,22,Female,Postgraduate,Average
4089,19,Male,Undergraduate,Average
4090,22,Male,Undergraduate,Poor
4091,17,Male,Postgraduate,Average
4092,25,Male,High School,Average
4093,16,Female,Undergraduate,Good
4094,18,Other,Postgraduate,Average
4095,20,Other,High School,Average
4096,20,Other,Undergraduate,Average
4097,19,Other,High School,Poor
4098,23,Other,Postgraduate,Good
4099,22,Male,Undergraduate,Good
4100,21,Male,Postgraduate,Poor
4101,21,Female,Undergraduate,Poor
4102,21,Other,High School,Poor
4103,19,Other,Postgraduate,Poor
4104,22,Female,High School,Good
4105,16,Female,Postgraduate,Good
4106,17,Female,High School,Good
4107,19,Female,High School,Average
4108,22,Female,Undergraduate,Poor
4109,19,Male,High School,Poor
4110,17,Female,High School,Average
4111,17,Male,High School,Average
4112,18,Other,High School,Good
4113,25,Male,Postgraduate,Poor
4114,17,Male,Postgraduate,Poor
4115,19,Male,Postgraduate,Average
4116,25,Other,High School,Average
4117,16,Female,High School,Poor
4118,21,Male,Postgraduate,Average
4119,20,Other,High School,Average
4120,24,Male,Undergraduate,Average
4121,16,Male,Postgraduate,Average
4122,22,Male,Undergraduate,Poor
4123,25,Male,Postgraduate,Average
4124,20,Other,High School,Good
4125,25,Male,High School,Poor
4126,16,Male,Postgraduate,Poor
4127,20,Female,Postgraduate,Good
4128,22,Male,High School,Poor
4129,22,Male,Undergraduate,Good
4130,19,Female,Postgraduate,Poor
4131,23,Other,High School,Average
4132,22,Female,Postgraduate,Good
4133,23,Other,Undergraduate,Poor
4134,19,Male,Undergraduate,Good
4135,20,Female,Undergraduate,Poor
4136,20,Other,Undergraduate,Average
4137,20,Male,Undergraduate,Poor
4138,17,Other,High School,Poor
4139,16,Male,Postgraduate,Good
4140,19,Male,Undergraduate,Average
4141,23,Other,Postgraduate,Good
4142,19,Female,Undergraduate,Average
4143,20,Male,High School,Average
4144,24,Female,High School,Poor
4145,16,Male,Undergraduate,Poor
4146,22,Male,High School,Average
4147,18,Female,High School,Poor
4148,18,Other,High School,Good
4149,23,Female,Undergraduate,Good
4150,23,Male,Postgraduate,Average
4151,16,Female,Postgraduate,Good
4152,19,Male,Postgraduate,Poor
4153,20,Female,Postgraduate,Good
4154,24,Other,Postgraduate,Poor
4155,22,Other,Postgraduate,Average
4156,24,Female,Postgraduate,Average
4157,24,Female,Postgraduate,Average
4158,25,Male,Postgraduate,Poor
4159,16,Other,Undergraduate,Poor
4160,19,Female,High School,Poor
4161,17,Other,Undergraduate,Average
4162,19,Male,High School,Good
4163,19,Male,High School,Poor
4164,18,Other,High School,Poor
4165,25,Other,High School,Good
4166,21,Female,Postgraduate,Average
4167,19,Female,High School,Good
4168,21,Male,Undergraduate,Good
4169,17,Other,Undergraduate,Poor
4170,19,Other,High School,Poor
4171,24,Female,Postgraduate,Good
4172,19,Male,Postgraduate,Poor
